Invoice Date,Invoice Day,Customer Name,Master Channel,Channel,Category,Brand,Market,Sub Brand,Product Description,Sales Volume,Sales Value,Discount,Tax,Net Amount,Sales Cases,Sales Pieces,Invoice Number
4/6/2026,Thursday,CHMOHSARWAR  K S,RTM,Wholesale,SKIN CARE,GLOW & LOVELY,FACE,GLOW & LOVELY FACIAL MST MLTVIT CRM,GLOW&LOVELY GIOVINE MV 72X25G,0.0006,"3,069.93",-408.92,638.79,"3,299.81",0,24,PFES26044190
4/6/2026,Thursday,CHMOHSARWAR  K S,RTM,Wholesale,COOKING AIDS,KNORR,BOUILLONS & SEASONINGS,KNORR CUBE BOUILLON CHICKEN,KNORR CKN CUBE IRON PI 288X18G,0,0,0,0,0,0,0,PFES26044190
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE SACHET 768X3.5ML,0.000346,371.22,-3.71,75.42,442.94,0,96,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE DYN IR SACHET 768X5ML,0.000742,"1,113.67",-11.14,226.27,"1,328.81",0,144,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBOUY SHMP ANTI DANDRUFF P2 24X175ML,0.00018,242.1,-2.42,50.26,289.93,0,1,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBAL SHMP P2 24X175ML,0.000361,484.19,-28.81,100.39,555.77,0,2,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP P2 12X370ML,0.000762,938.12,-18.67,194.7,"1,114.15",0,2,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000744,618.71,-6.19,125.71,738.23,0,80,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 24X185ML,0.000381,682.91,-13.59,141.32,810.64,0,2,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.003164,"2,969.79",-29.7,603.39,"3,543.48",1,0,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 12X360ML,0,0,0,0,0,0,0,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 48X80ML,0.000165,288.34,-22.87,59.58,325.06,0,2,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO HAIR FALL,SUNSILK SUNRISE SHP HFS PI 24X185ML,0.000191,378.63,-7.53,78.35,449.45,0,1,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO HAIR FALL,SUNSILK SUNRISE SHP HFS PI 12X360ML,0.000742,"1,212.54",-24.13,250.92,"1,439.33",0,2,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO THICK & LONG,SUNSILK SUNRISE SHP T&L PO 24X185ML,0.000191,302.76,-6.02,62.65,359.38,0,1,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHMP HEALTHIER & LONG,SUNSILK SUNRISE SHP L&H PS 24X185ML,0.000191,341.45,-6.79,70.66,405.32,0,1,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,SKIN CARE,GLOW & LOVELY,FACE,GLOW & LOVELY FACIAL MST MLTVIT CRM,GLOW&LOVELY GIOVINE MV 72X25G,0.000075,383.74,-49.43,79.86,414.17,0,3,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,SKIN CARE,GLOW & LOVELY,FACE,GLOW & LOVELY MULTIVITAMIN CRM,GLOW & LOVELY GISELLE MV 72X50G,0.0001,481.56,-4.82,100.5,577.24,0,2,PFES26044848
7/6/2026,Sunday,DIN MUHAMMAD KARYANA,RTM,Wholesale,SKIN CARE,GLOW & LOVELY,FACE,GLOW&LOVELY FC MSTRSR CRM MLTVTMN,GLOW&LOVELY GIOVINE MV SACHET 768X4ML,0.00019,355.35,-38.73,75.17,391.79,0,48,PFES26044848
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE DPSACHET 480X8ML,0.000132,123.74,-1.24,25.14,147.65,0,16,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE SACHET 768X3.5ML,0.000058,61.87,-0.62,12.57,73.82,0,16,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBUOY SHMP AD SACHET 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBL SHP SACHT 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000066,61.87,-0.62,12.57,73.82,0,16,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,HAIR CARE,TRESEMME,WASH & CARE,TRESEMME SHAMPOO KERATIN SMOOTH,TRESEMME SHP KRATN SMT&STRT P10 24X170ML,0.000175,394.36,-7.85,86.25,472.77,0,1,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,HAIR CARE,TRESEMME,WASH & CARE,TRESEMME SHAMPOO KERATIN SMOOTH,TRESEMME SHP KRATN SMT&STRT P10 12X360ML,0.000371,666.83,-13.27,145.84,799.4,0,1,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA PF 40X110G,0.00011,77.33,-0.77,15.56,92.11,0,1,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.000045,39.05,-1.17,8.57,46.45,0,1,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.004536,"3,936.58",-137.78,858.91,"4,657.71",2,0,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR NDLES FULLMEAL CHK PI25 40X110G,0.00011,77.33,-0.77,17.31,93.86,0,1,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-0.96,5.96,32.35,0,1,PFES26044119
4/6/2026,Thursday,ZIA K/S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.000045,39.05,-1.17,8.57,46.45,0,1,PFES26044119
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE PI 24X185ML,0,0,0,0,0,0,0,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR M SH DEP CLNS (CRG) 12X400ML,0,0,0,0,0,0,0,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO HAIRFALL RESCUE,DOVE SHMP HAIRFAL RESCUE 24X175ML,0.000721,"1,422.31",-35.34,295.15,"1,682.12",0,4,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO HAIRFALL RESCUE,DOVE SHMP HAIRFAL RESCUE DYN P2 12X360ML,0.001112,"1,813.45",-45.06,376.31,"2,144.70",0,3,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBAL SHMP P2 24X175ML,0.004326,"5,810.29",-432,"1,204.27","6,582.57",1,0,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HERBAL SHP P2 12X370ML,0.009146,"11,257.44",-836.99,"2,333.28","12,753.73",2,0,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HERBAL SHP P1 6X650ML,0.00067,870.03,-21.62,180.54,"1,028.95",0,1,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY LONG,LIFEBUOY SHP ICNC NT LNG SHP P2 24X175ML,0.000541,726.29,-18.05,150.71,858.95,0,3,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY LONG,LIFEBUOY SHP ICNC NAT LONG P2 12X370ML,0.001143,"1,407.18",-34.97,292.01,"1,664.22",0,3,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY SILKY,LIFEBUOY SHMP NAT SILKY P2 24X175ML,0.000541,726.29,-18.05,150.71,858.95,0,3,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY SILKY,LIFEBUOY SHMP NAT SILKY P2 12X370ML,0.000381,469.06,-11.66,97.34,554.74,0,1,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY SILKY,LIFEBUOY SHMP NAT SILKY P1 48X90ML,0.000464,740.31,-18.4,156.91,878.83,0,5,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONIN SHMP P2 24X175ML,0.001082,"1,452.57",-36.1,301.43,"1,717.90",0,6,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP P2 12X370ML,0.001524,"1,876.24",-46.62,389.34,"2,218.96",0,4,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.004464,"3,712.24",-55.68,754.15,"4,410.70",1,0,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.003164,"2,969.79",-44.55,603.32,"3,528.56",1,0,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS PI 6X660ML,0.00068,"1,061.54",-26.38,219.65,"1,254.81",0,1,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 48X80ML,0.000989,"1,730.03",-145.24,357.46,"1,942.25",0,12,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO HAIR FALL,SUNSILK SUNRISE SHP HFS PO 6X660ML,0.0007,868.81,-13.03,179.81,"1,035.59",0,1,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,CONDIMENTS,KNORR,KETCHUP,KNORR KETCHUP TOMATO,KNORR TOMATO KETCHUP 24X190G,0.00038,189.17,-2.84,42.13,228.46,0,2,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,CONDIMENTS,KNORR,KETCHUP,KNORR KETCHUP TOMATO,KNORR KETCHUP TOMATO CP11 24X400G,0.0008,367.1,-5.51,81.76,443.35,0,2,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,CONDIMENTS,KNORR,OTHER CONDIMENTS,KNORR SALSA SAUCES CHILLI GARLIC,KNORR CHILLI GARLIC SAUCE 24X190G,0.00038,189.17,-2.84,42.13,228.46,0,2,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,CONDIMENTS,KNORR,OTHER CONDIMENTS,KNORR SALSA SAUCES CHILLI GARLIC,KNORR CHILLI GARLIC PI9 24X400G,0.0008,398.34,-5.98,88.71,481.08,0,2,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,COOKING AIDS,KNORR,BOUILLONS & SEASONINGS,KNORR CUBE BOUILLON CHICKEN,KNORR CKN CUBE IRON PI 288X18G,0,0,0,0,0,0,0,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 18X180G,0.00324,"2,600.95",-78.03,570.43,"3,093.35",1,0,PFES26043926
3/6/2026,Wednesday,IRFAN KARYANA,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.004536,"3,936.58",-157.46,854.46,"4,633.58",2,0,PFES26043926
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE PI 24X185ML,0.001143,"2,271.80",-168.34,469.51,"2,572.97",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE PI 12X380ML,0.001566,"2,519.17",-186.67,520.64,"2,853.13",0,4,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE SACHET 768X3.5ML,0.002765,"2,969.79",-44.55,603.32,"3,528.56",1,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE DYN IR SACHET P1 192X12ML,0.002373,"2,969.79",-44.55,603.32,"3,528.56",1,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBOUY SHMP ANTI DANDRUFF P2 24X175ML,0.001082,"1,452.57",-21.79,301.5,"1,732.28",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBOUY SHMP ANTI DANDRUFF PI 12X370ML,0.002287,"2,814.36",-42.22,584.16,"3,356.30",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HERBAL SHP P2 12X370ML,0.009146,"11,257.44",-279.75,"2,336.07","13,313.76",2,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY LONG,LIFEBUOY SHP ICNC NT LNG SHP P2 24X175ML,0.002163,"2,905.15",-72.19,602.86,"3,435.81",0,12,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY LONG,LIFEBUOY SHP ICNC NAT LONG P2 12X370ML,0.002287,"2,814.36",-69.94,584.02,"3,328.44",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY SILKY,LIFEBUOY SHMP NAT SILKY P2 24X175ML,0.001082,"1,452.57",-36.1,301.43,"1,717.90",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY SILKY,LIFEBUOY SHMP NAT SILKY P2 12X370ML,0.002287,"2,814.36",-69.94,584.02,"3,328.44",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONIN SHMP P2 24X175ML,0.004326,"5,810.29",-144.39,"1,205.71","6,871.62",1,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP P2 12X370ML,0.004573,"5,628.72",-139.87,"1,168.03","6,656.88",1,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 24X185ML,0.004573,"8,194.88",-203.64,"1,695.65","9,686.89",1,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS PI 24X185ML,0.000381,757.27,-18.82,156.69,895.14,0,2,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.009492,"8,909.37",-133.64,"1,809.95","10,585.68",3,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 12X360ML,0.00445,"6,829.07",-169.7,"1,413.04","8,072.41",1,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS PI 12X360ML,0.000742,"1,212.54",-30.13,250.89,"1,433.30",0,2,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO HAIR FALL,SUNSILK SUNRISE SHP HFS PO 6X660ML,0.001401,"1,737.62",-26.06,359.63,"2,071.18",0,2,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO SOFT & SMOOTH,SUNSILK SHP SS PS 24X185ML,0.001143,"2,048.72",-50.91,423.91,"2,421.72",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO THICK & LONG,SUNSILK SUNRISE SHP T&L PO 24X185ML,0.001143,"1,816.53",-45.14,375.87,"2,147.26",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHMP HEALTHIER & LONG,SUNSILK SUNRISE SHP L&H PS 24X185ML,0.001143,"2,048.72",-50.91,423.91,"2,421.72",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,SKIN CARE,GLOW & LOVELY,FACE,GLOW & LOVELY FACIAL MST MLTVIT CRM,GLOW&LOVELY GIOVINE MV 72X25G,0.00045,"2,302.45",-306.69,479.09,"2,474.86",0,18,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,SKIN CARE,GLOW & LOVELY,FACE,GLOW&LOVELY FC MSTRSR CRM MLTVTMN,GLOW&LOVELY GIOVINE MV SACHET 768X4ML,0.003041,"5,685.62",-645.32,"1,202.58","6,242.89",1,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,SKIN CARE,POND'S,FACE,POND'S FWL CM PERF CC FACEWASH,PONDS MRCLE PU BRGHT P24 24X100G,0.0004,"1,491.41",-22.37,326.22,"1,795.26",0,4,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 18X180G,0.00018,144.5,-4.34,31.69,171.85,0,1,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 12X270G,0.00324,"2,577.52",-77.33,565.29,"3,065.49",1,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.006804,"5,904.87",-236.19,"1,281.69","6,950.36",3,0,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS BANANA CUSTARD,RAFHAN AMB DSRT BANANA CSTRD PI7 36X275G,0.00165,"1,031.01",-46.4,222.62,"1,207.23",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS BANANA JELLY,RAFHAN AMB DSRT BANANA JELLY PI7 96X80G,0.00048,890.42,-13.36,198.3,"1,075.36",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS MANGO CUSTARD,RAFHAN AMB DSRT MANGO CSTRD PI7 36X275G,0.00165,"1,031.01",-46.4,222.62,"1,207.23",0,6,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS MANGO JELLY,RAFHAN AMB DSRT MANGO JELLY PI7 96X80G,0.0004,742.01,-11.13,165.25,896.14,0,5,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS SBERRY CUSTARD,RAFHAN AMBT DST SBERY CSTD PI7 240X45G,0.00162,"1,405.92",-63.27,303.57,"1,646.23",0,36,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS SBERRY CUSTARD,RAFHAN AMB DSRT SBERRY CSTRD PI7 36X275G,0.0033,"2,062.02",-92.79,445.24,"2,414.47",0,12,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS SBERRY JELLY,RAFHAN AMB DSRT SBERRY JELLY PI7 96X80G,0.00096,"1,780.83",-26.71,396.61,"2,150.73",0,12,PFES26044201
4/6/2026,Thursday,ITFAQ K S,RTM,Wholesale,OTHER FOODS,RAFHAN,OTHER MISC FOODS,RAFHAN PLAIN STAPLE FOODS CORN FLOUR,RAFHAN PLN STPL FDS CRNFLOUR PI7 36X275G,0.0033,"1,780.83",-71.23,386.54,"2,096.14",0,12,PFES26044201
3/6/2026,Wednesday,MAKI KARYANA,RTM,Wholesale,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 48X80ML,0.000989,"1,730.03",-145.24,357.46,"1,942.25",0,12,PFES26043970
